'1389',6.12,null
'1390',5.75,null
'1391',4.57,null
'1392',5.9,null
'1393',6.12,null
'1394',6.04,null
'1395',6.56,null
'1396',6.19,null
'1397',5.31,null
'1398',5.08,null
'1399',5.38,null
'1400',5.9,null
'1401',4.72,null
'1402',4.79,null
'1403',5.22,null
'1404',6.4,null
'1405',6.53,null
'1406',6.6,null
'1407',6.79,null
'1408',6.4,null
'1409',5.82,null
'1410',5.47,null
'1411',6.83,null
'1412',7.15,null
'1413',6.85,null
'1414',6.85,null
'1415',6.41,null
'1416',5.97,null
'1417',5.75,null
'1418',6.49,null
'1419',7.74,null
'1420',7.22,null
'1421',7.96,null
'1422',7.59,null
'1423',6.85,null
'1424',7.15,null
'1425',6.78,null
'1426',7.15,null
'1427',7.66,null
'1428',7.44,null
'1429',5.82,null
'1430',5.31,null
'1431',6.41,null
'1432',7.22,null
'1433',6.56,null
'1434',6.78,null
'1435',7.0,null
'1436',7.74,null
'1437',7.96,null
'1438',5.75,null
'1439',4.79,null
'1440',5.23,null
'1441',7.96,null
'1442',8.7,null
'1443',7.59,null
'1444',7.22,null
'1445',8.47,null
'1446',7.74,null
'1447',7.37,null
'1448',7.22,null
'1449',6.93,null
'1450',7.22,null
'1451',6.78,null
'1452',7.59,null
'1453',7.59,null
'1454',7.0,null
'1455',7.81,null
'1456',7.3,null
'1457',7.96,null
'1458',7.44,null
'1459',7.74,null
'1460',7.59,null
'1461',6.19,null
'1462',6.41,null
'1463',8.4,null
'1464',8.55,null
'1465',6.85,null
'1466',6.78,null
'1467',6.85,null
'1468',6.93,null
'1469',6.85,null
'1470',7.22,null
'1471',7.15,null
'1472',7.07,null
'1473',7.59,null
'1474',7.74,null
'1475',8.18,null
'1476',8.7,null
'1477',9.06,null
'1478',8.25,null
'1479',7.59,null
'1480',7.15,null
'1481',6.41,null
'1482',5.08,null
'1483',4.57,null
'1484',5.75,null
'1485',7.44,null
'1486',8.55,null
'1487',7.15,null
'1488',6.63,null
'1489',6.78,null
'1490',6.93,null
'1491',6.56,null
'1492',7.15,null
'1493',6.26,null
'1494',7.66,null
'1495',8.25,null
'1496',7.81,null
'1497',7.3,null
'1498',7.66,null
'1499',7.44,null
'1500',7.84,null
'1501',6.89,null
'1502',6.04,null
'1503',6.46,null
'1504',6.89,null
'1505',7.16,null
'1506',6.95,null
'1507',7.52,null
'1508',7.37,null
'1509',8.01,null
'1510',7.16,null
'1511',7.6,null
'1512',7.3,null
'1513',6.14,null
'1514',6.25,null
'1515',6.89,null
'1516',6.7,null
'1517',6.64,null
'1518',6.35,null
'1519',5.71,null
'1520',5.38,null
'1521',4.41,null
'1522',4.61,null
'1523',5.42,null
'1524',5.54,null
'1525',5.71,null
'1526',5.54,null
'1527',5.01,null
'1528',4.12,null
'1529',4.64,null
'1530',4.36,null
'1531',4.78,null
'1532',4.12,null
'1533',4.41,null
'1534',5.19,null
'1535',5.8,null
'1536',4.68,null
'1537',5.0,null
'1538',5.67,null
'1539',5.38,null
'1540',5.06,null
'1541',4.89,null
'1542',4.73,null
'1543',4.8,null
'1544',4.66,null
'1545',4.38,null
'1546',3.4,null
'1547',3.68,null
'1548',4.46,null
'1549',4.16,null
'1550',3.52,null
'1551',3.34,null
'1552',3.56,null
'1553',3.9,null
'1554',3.76,null
'1555',3.94,null
'1556',2.95,null
'1557',2.73,null
'1558',4.98,null
'1559',4.6,null
'1560',4.53,null
'1561',4.34,null
'1562',4.66,null
'1563',2.39,null
'1564',4.59,null
'1565',4.41,null
'1566',4.5,null
'1567',4.63,null
'1568',4.69,null
'1569',4.83,null
'1570',4.48,null
'1571',5.12,null
'1572',5.08,null
'1573',5.05,null
'1574',3.73,null
'1575',4.26,null
'1576',4.6,null
'1577',3.95,null
'1578',4.13,null
'1579',4.48,null
'1580',4.31,null
'1581',4.24,null
'1582',4.3,null
'1583',4.55,null
'1584',4.43,null
'1585',4.36,null
'1586',4.19,null
'1587',3.0,null
'1588',4.26,null
'1589',4.16,null
'1590',3.72,null
'1591',3.21,null
'1592',3.99,null
'1593',4.14,null
'1594',3.87,null
'1595',2.86,null
'1596',2.92,null
'1597',2.15,null
'1598',2.54,null
'1599',3.11,null
'1600',3.21,null
'1601',2.75,null
'1602',3.13,null
'1603',3.29,null
'1604',3.65,null
'1605',3.29,null
'1606',3.15,null
'1607',3.28,null
'1608',2.9,null
'1609',2.64,null
'1610',2.93,null
'1611',3.18,null
'1612',2.82,null
'1613',2.68,null
'1614',2.6,null
'1615',2.63,null
'1616',2.62,null
'1617',2.74,null
'1618',2.85,null
'1619',3.07,null
'1620',3.16,null
'1621',3.37,null
'1622',3.01,null
'1623',2.7,null
'1624',2.97,null
'1625',3.06,null
'1626',2.99,null
'1627',3.37,null
'1628',3.63,null
'1629',3.35,null
'1630',2.9,null
'1631',2.56,null
'1632',3.05,null
'1633',3.17,null
'1634',2.96,null
'1635',3.07,null
'1636',3.12,null
'1637',3.01,null
'1638',2.67,null
'1639',3.14,null
'1640',3.53,null
'1641',3.32,null
'1642',3.53,null
'1643',3.59,null
'1644',3.77,null
'1645',3.52,null
'1646',3.59,null
'1647',3.09,null
'1648',2.7,null
'1649',2.56,null
'1650',2.52,null
'1651',3.04,null
'1652',3.32,null
'1653',3.75,null
'1654',4.04,null
'1655',4.16,null
'1656',3.96,null
'1657',3.61,null
'1658',3.42,null
'1659',3.16,null
'1660',3.24,null
'1661',3.41,null
'1662',3.29,null
'1663',3.34,null
'1664',3.54,null
'1665',3.54,null
'1666',3.68,null
'1667',3.86,null
'1668',3.86,null
'1669',4.03,null
'1670',4.0,null
'1671',4.03,null
'1672',4.18,null
'1673',4.21,null
'1674',3.97,null
'1675',3.68,null
'1676',3.86,null
'1677',4.19,null
'1678',4.17,null
'1679',3.95,null
'1680',4.07,null
'1681',4.23,null
'1682',4.24,null
'1683',4.34,null
'1684',4.32,null
'1685',4.22,null
'1686',4.2,null
'1687',4.8,null
'1688',4.82,null
'1689',4.89,null
'1690',4.82,null
'1691',4.75,null
'1692',4.86,null
'1693',4.66,null
'1694',4.2,null
'1695',4.22,null
'1696',4.21,null
'1697',4.19,null
'1698',4.01,null
'1699',3.91,null
'1700',4.5,null
'1701',5.2,null
'1702',5.3,null
'1703',5.64,null
'1704',5.48,null
'1705',6.09,null
'1706',5.42,null
'1707',6.3,null
'1708',6.08,null
'1709',5.29,null
'1710',4.68,null
'1711',4.23,null
'1712',5.68,null
'1713',5.93,null
'1714',5.61,null
'1715',5.57,null
'1716',5.88,null
'1717',6.14,null
'1718',6.3,null
'1719',6.06,null
'1720',5.78,null
'1721',5.92,null
'1722',6.45,null
'1723',6.7,null
'1724',6.37,null
'1725',6.19,null
'1726',5.91,null
'1727',6.3,null
'1728',6.13,null
'1729',5.86,null
'1730',6.42,null
'1731',6.96,null
'1732',6.9,null
'1733',7.26,null
'1734',7.03,null
'1735',6.97,null
'1736',7.16,null
'1737',6.7,null
'1738',6.84,null
'1739',7.0,null
'1740',6.23,null
'1741',5.77,null
'1742',6.3,null
'1743',6.63,null
'1744',7.42,null
'1745',7.34,null
'1746',6.7,null
'1747',6.93,null
'1748',6.63,null
'1749',6.39,null
'1750',6.56,null
'1751',6.93,null
'1752',6.76,null
'1753',7.04,null
'1754',7.1,null
'1755',7.0,null
'1756',7.06,null
'1757',6.0,null
'1758',6.22,null
'1759',6.65,null
'1760',6.84,null
'1761',7.19,null
'1762',7.23,null
'1763',6.86,null
'1764',6.77,null
'1765',6.56,null
'1766',6.55,null
'1767',6.48,null
'1768',6.59,null
'1769',7.38,null
'1770',7.22,null
'1771',6.79,null
'1772',6.26,null
'1773',6.2,null
'1774',6.4,null
'1775',6.62,null
'1776',6.6,null
'1777',7.06,null
'1778',6.59,null
'1779',7.02,null
'1780',7.18,null
'1781',6.94,null
'1782',6.96,null
'1783',6.33,null
'1784',6.55,null
'1785',6.96,null
'1786',7.1,null
'1787',7.29,null
'1788',7.12,null
'1789',7.44,null
'1790',7.1,null
'1791',7.35,null
'1792',7.36,null
'1793',7.03,null
'1794',6.74,null
'1795',6.3,null
'1796',6.07,null
'1797',6.44,null
'1798',6.56,null
'1799',6.18,null
'1800',4.76,null
'1801',4.5,null
'1802',6.0,null
'1803',6.81,null
'1804',6.71,null
'1805',5.88,null
'1806',6.07,null
'1807',6.18,null
'1808',5.79,null
'1809',5.72,null
'1810',6.02,null
'1811',6.05,null
'1812',5.26,null
'1813',5.13,null
'1814',5.96,null
'1815',6.52,null
'1816',7.24,null
'1817',6.59,null
'1818',6.43,null
'1819',6.49,null
'1820',7.69,null
'1821',8.96,null
'1822',9.97,null
'1823',9.75,null
'1824',8.99,null
'1825',7.67,null
'1826',8.12,null
'1827',8.68,null
'1828',8.95,null
'1829',9.06,null
'1830',9.4,null
'1831',8.56,null
'1832',9.24,null
'1833',9.86,null
'1834',10.69,null
'1835',10.53,null
'1836',9.48,null
'1837',9.27,null
'1838',9.22,null
'1839',8.59,null
'1840',8.44,null
'1841',8.66,null
'1842',9.38,null
'1843',10.57,null
'1844',10.59,null
'1845',10.11,null
'1846',9.73,null
'1847',9.17,null
'1848',10.69,null
'1849',11.21,null
'1850',11.28,null
'1851',11.46,null
'1852',11.4,null
'1853',10.29,null
'1854',9.71,null
'1855',9.84,null
'1856',9.89,null
'1857',9.67,null
'1858',10.73,null
'1859',10.58,null
'1860',10.15,null
'1861',10.29,null
'1862',10.49,null
'1863',10.59,null
'1864',10.88,null
'1865',11.36,null
'1866',11.55,null
'1867',11.77,null
'1868',12.08,null
'1869',12.5,null
'1870',12.83,null
'1871',12.69,null
'1872',12.15,null
'1873',12.15,null
'1874',12.91,null
'1875',13.41,null
'1876',13.55,null
'1877',13.59,null
'1878',14.4,null
'1879',14.85,null
'1880',14.32,14.32
'1881',14.63,14.63
'1882',14.8,14.8
'1883',14.82,14.82
'1884',15.62,15.62
'1885',16.69,16.69
'1886',17.1,17.1
'1887',17.33,17.33
'1888',17.37,17.37
'1889',17.2,17.2
'1890',17.24,17.24
'1891',17.27,17.27
'1892',17.12,17.12
'1893',17.35,17.35
'1894',18.32,18.32
'1895',19.01,19.01
'1896',19.22,19.22
'1897',18.97,18.97
'1898',18.52,18.52
'1899',19.15,19.15
'1900',18.17,18.17
'1901',18.45,18.45
'1902',18.52,18.52
'1903',18.39,18.39
'1904',18.27,18.27
'1905',18.35,18.35
'1906',18.23,18.23
'1907',17.9,17.9
'1908',18.36,18.36
'1909',18.25,18.25
'1910',17.94,17.94
'1911',17.83,17.83
'1912',17.36,17.36
'1913',16.19,16.19
'1914',17.56,17.56
'1915',14.95,null
'1916',13.41,null
'1917',11.99,null
'1918',12.33,null
'1919',16.16,null
'1920',19.87,19.87
'1921',18.77,18.77
'1922',18.5,18.5
'1923',19.36,19.36
'1924',21.12,21.12
'1925',21.09,21.09
'1926',21.51,21.51
'1927',22.17,22.17
'1928',22.31,22.31
'1929',22.64,22.64
'1930',22.82,22.82
'1931',23.7,23.7
'1932',24.29,24.29
'1933',24.22,24.22
'1934',24.11,24.11
'1935',25.2,25.2
'1936',25.23,25.23
'1937',24.74,24.74
'1938',25.11,25.11
'1939',24.95,24.95
'1940',23.99,23.99
'1941',22.84,22.84
'1942',21.77,21.77
'1943',21.78,21.78
'1944',22.62,22.62
'1945',22.69,22.69
'1946',25.73,25.73
'1947',26.66,26.66
'1948',24.91,24.91
'1949',24.6,24.6
'1950',24.27,24.27
'1951',24.17,24.17
'1952',23.76,23.76
'1953',24.17,24.17
'1954',25.18,25.18
'1955',25.74,25.74
'1956',26.19,26.19
'1957',26.68,26.68
'1958',27.05,27.05
'1959',27.59,27.59
'1960',27.78,27.78
'1961',27.51,27.51
'1962',28.08,28.08
'1963',28.57,28.57
'1964',28.87,28.87
'1965',28.32,28.32
'1966',28.35,28.35
'1967',28.92,28.92
'1968',29.51,29.51
'1969',28.64,28.64
'1970',29.83,29.83
'1971',30.2,30.2
'1972',31.99,31.99
'1973',37.36,37.36
'1974',37.53,37.53
'1975',40.09,40.09
'1976',39.52,39.52
'1977',37.01,37.01
'1978',36.98,36.98
'1979',36.1,36.1
'1980',35.65,35.65
'1981',35.96,35.96
'1982',36.21,36.21
'1983',37.24,37.24
'1984',37.58,37.58
'1985',38.3,38.3
'1986',39.97,39.97
'1987',41.42,41.42
'1988',43.76,43.76
'1989',45.4,45.4
'1990',46.19,46.19
'1991',46.86,46.86
'1992',49.42,49.42
'1993',49.51,49.51
'1994',49.99,49.99
