Timestamp, Tweet-ID, Included(Y/N),Count
Sat Nov 02 14:28:37 +0000 2013,3.96645E+17,Y,
Sat Nov 02 14:35:10 +0000 2013,3.96647E+17,Y,
Sat Nov 02 14:35:29 +0000 2013,3.96647E+17,Y,
Sat Nov 02 14:36:17 +0000 2013,3.96647E+17,Y,
Sat Nov 02 14:37:13 +0000 2013,3.96647E+17,Y,
Sat Nov 02 14:45:23 +0000 2013,3.96649E+17,Y,
Sat Nov 02 14:46:13 +0000 2013,3.96649E+17,Y,
Sat Nov 02 14:49:43 +0000 2013,3.9665E+17,Y,
Sat Nov 02 14:51:56 +0000 2013,3.96651E+17,Y,
Sat Nov 02 15:03:42 +0000 2013,3.96654E+17,Y,
Sat Nov 02 15:04:20 +0000 2013,3.96654E+17,Y,
Sat Nov 02 15:05:27 +0000 2013,3.96654E+17,Y,
Sat Nov 02 15:10:52 +0000 2013,3.96656E+17,Y,
Sat Nov 02 15:13:07 +0000 2013,3.96656E+17,Y,
Sat Nov 02 15:13:14 +0000 2013,3.96656E+17,Y,
Sat Nov 02 15:15:13 +0000 2013,3.96657E+17,Y,
Sat Nov 02 15:15:19 +0000 2013,3.96657E+17,Y,
Sat Nov 02 15:19:58 +0000 2013,3.96658E+17,Y,
Sat Nov 02 15:20:43 +0000 2013,3.96658E+17,Y,
Sat Nov 02 15:21:10 +0000 2013,3.96658E+17,Y,
Sat Nov 02 15:21:36 +0000 2013,3.96658E+17,Y,
Sat Nov 02 15:31:14 +0000 2013,3.96661E+17,Y,
Sat Nov 02 15:31:22 +0000 2013,3.96661E+17,Y,
Sat Nov 02 15:31:32 +0000 2013,3.96661E+17,Y,
Sat Nov 02 15:33:22 +0000 2013,3.96661E+17,Y,
Sat Nov 02 15:33:32 +0000 2013,3.96661E+17,Y,
Sat Nov 02 15:36:09 +0000 2013,3.96662E+17,Y,
Sat Nov 02 15:40:31 +0000 2013,3.96663E+17,Y,
Sat Nov 02 15:47:38 +0000 2013,3.96665E+17,Y,
Sat Nov 02 15:50:53 +0000 2013,3.96666E+17,Y,
Sat Nov 02 15:51:52 +0000 2013,3.96666E+17,Y,
Sat Nov 02 15:52:26 +0000 2013,3.96666E+17,Y,
Sat Nov 02 15:54:19 +0000 2013,3.96667E+17,Y,
Sat Nov 02 15:56:00 +0000 2013,3.96667E+17,Y,
Sat Nov 02 16:00:54 +0000 2013,3.96668E+17,Y,
Sat Nov 02 16:02:42 +0000 2013,3.96669E+17,Y,
Sat Nov 02 16:09:22 +0000 2013,3.9667E+17,Y,
Sat Nov 02 16:28:12 +0000 2013,3.96675E+17,Y,
Sat Nov 02 16:29:41 +0000 2013,3.96675E+17,Y,
Sat Nov 02 16:29:51 +0000 2013,3.96676E+17,Y,
Sat Nov 02 16:33:12 +0000 2013,3.96676E+17,Y,
Sat Nov 02 16:35:09 +0000 2013,3.96677E+17,Y,
Sat Nov 02 16:37:16 +0000 2013,3.96677E+17,Y,
Sat Nov 02 16:41:31 +0000 2013,3.96678E+17,Y,
Sat Nov 02 16:46:33 +0000 2013,3.9668E+17,Y,
Sat Nov 02 16:56:22 +0000 2013,3.96682E+17,Y,
Sat Nov 02 16:57:48 +0000 2013,3.96683E+17,Y,
Sat Nov 02 17:01:17 +0000 2013,3.96683E+17,Y,
Sat Nov 02 17:04:20 +0000 2013,3.96684E+17,Y,
Sat Nov 02 17:05:09 +0000 2013,3.96684E+17,Y,
Sat Nov 02 17:09:12 +0000 2013,3.96685E+17,Y,
Sat Nov 02 17:09:53 +0000 2013,3.96686E+17,Y,
Sat Nov 02 17:13:29 +0000 2013,3.96687E+17,Y,
Sat Nov 02 17:13:55 +0000 2013,3.96687E+17,Y,
Sat Nov 02 17:15:21 +0000 2013,3.96687E+17,Y,
Sat Nov 02 17:15:57 +0000 2013,3.96687E+17,Y,
Sat Nov 02 17:19:10 +0000 2013,3.96688E+17,Y,
Sat Nov 02 17:21:41 +0000 2013,3.96689E+17,Y,
Sat Nov 02 17:22:32 +0000 2013,3.96689E+17,Y,
Sat Nov 02 17:28:55 +0000 2013,3.9669E+17,Y,
Sat Nov 02 17:40:10 +0000 2013,3.96693E+17,Y,
Sat Nov 02 17:46:02 +0000 2013,3.96695E+17,Y,
Sat Nov 02 17:52:41 +0000 2013,3.96696E+17,Y,
Sat Nov 02 17:59:11 +0000 2013,3.96698E+17,Y,
Sat Nov 02 18:14:02 +0000 2013,3.96702E+17,Y,
Sat Nov 02 18:18:06 +0000 2013,3.96703E+17,Y,
Sat Nov 02 18:30:09 +0000 2013,3.96706E+17,Y,
Sat Nov 02 18:36:44 +0000 2013,3.96707E+17,Y,
Sat Nov 02 18:37:16 +0000 2013,3.96708E+17,Y,
Sat Nov 02 18:39:42 +0000 2013,3.96708E+17,Y,
Sat Nov 02 18:40:05 +0000 2013,3.96708E+17,Y,
Sat Nov 02 18:42:11 +0000 2013,3.96709E+17,Y,
Sat Nov 02 18:57:38 +0000 2013,3.96713E+17,Y,
Sat Nov 02 18:59:34 +0000 2013,3.96713E+17,Y,
Sat Nov 02 19:03:46 +0000 2013,3.96714E+17,Y,
Sat Nov 02 19:07:45 +0000 2013,3.96715E+17,Y,
Sat Nov 02 19:17:31 +0000 2013,3.96718E+17,Y,
Sat Nov 02 19:25:29 +0000 2013,3.9672E+17,Y,
Sat Nov 02 19:26:55 +0000 2013,3.9672E+17,Y,
Sat Nov 02 19:27:10 +0000 2013,3.9672E+17,Y,
Sat Nov 02 19:32:53 +0000 2013,3.96722E+17,Y,
Sat Nov 02 19:39:28 +0000 2013,3.96723E+17,Y,
Sat Nov 02 19:39:30 +0000 2013,3.96723E+17,Y,
Sat Nov 02 19:41:39 +0000 2013,3.96724E+17,Y,
Sat Nov 02 19:55:08 +0000 2013,3.96727E+17,Y,
Sat Nov 02 20:04:35 +0000 2013,3.9673E+17,Y,
Sat Nov 02 20:06:27 +0000 2013,3.9673E+17,Y,
Sat Nov 02 20:08:06 +0000 2013,3.9673E+17,Y,
Sat Nov 02 20:13:58 +0000 2013,3.96732E+17,Y,
Sat Nov 02 20:14:28 +0000 2013,3.96732E+17,Y,
Sat Nov 02 20:15:51 +0000 2013,3.96732E+17,Y,
Sat Nov 02 20:17:43 +0000 2013,3.96733E+17,Y,
Sat Nov 02 20:20:02 +0000 2013,3.96733E+17,Y,
Sat Nov 02 20:26:53 +0000 2013,3.96735E+17,Y,
Sat Nov 02 20:34:24 +0000 2013,3.96737E+17,Y,
Sat Nov 02 20:36:50 +0000 2013,3.96738E+17,Y,
Sat Nov 02 20:37:23 +0000 2013,3.96738E+17,Y,
Sat Nov 02 20:39:35 +0000 2013,3.96738E+17,Y,
Sat Nov 02 21:07:38 +0000 2013,3.96745E+17,Y,
Sat Nov 02 21:11:07 +0000 2013,3.96746E+17,Y,
Sat Nov 02 21:13:42 +0000 2013,3.96747E+17,Y,
Sat Nov 02 21:13:43 +0000 2013,3.96747E+17,Y,
Sat Nov 02 21:13:45 +0000 2013,3.96747E+17,Y,
Sat Nov 02 21:17:08 +0000 2013,3.96748E+17,Y,
Sat Nov 02 21:19:12 +0000 2013,3.96748E+17,Y,
Sat Nov 02 21:23:06 +0000 2013,3.96749E+17,Y,
Sat Nov 02 21:23:18 +0000 2013,3.96749E+17,Y,
Sat Nov 02 21:23:33 +0000 2013,3.96749E+17,Y,
Sat Nov 02 21:32:27 +0000 2013,3.96752E+17,Y,
Sat Nov 02 21:33:21 +0000 2013,3.96752E+17,Y,
Sat Nov 02 21:34:33 +0000 2013,3.96752E+17,Y,
Sat Nov 02 21:39:57 +0000 2013,3.96754E+17,Y,
Sat Nov 02 21:44:51 +0000 2013,3.96755E+17,Y,
Sat Nov 02 21:49:38 +0000 2013,3.96756E+17,Y,
Sat Nov 02 21:54:15 +0000 2013,3.96757E+17,Y,
Sat Nov 02 21:54:30 +0000 2013,3.96757E+17,Y,
Sat Nov 02 21:54:33 +0000 2013,3.96757E+17,Y,
Sat Nov 02 21:54:36 +0000 2013,3.96757E+17,Y,
Sat Nov 02 21:54:39 +0000 2013,3.96757E+17,Y,
Sat Nov 02 21:54:40 +0000 2013,3.96757E+17,Y,
Sat Nov 02 22:00:48 +0000 2013,3.96759E+17,Y,
Sat Nov 02 22:09:55 +0000 2013,3.96761E+17,Y,
Sat Nov 02 22:14:43 +0000 2013,3.96762E+17,Y,
Sat Nov 02 22:20:40 +0000 2013,3.96764E+17,Y,
Sat Nov 02 22:26:12 +0000 2013,3.96765E+17,Y,
Sat Nov 02 22:29:03 +0000 2013,3.96766E+17,Y,
Sat Nov 02 22:37:43 +0000 2013,3.96768E+17,Y,
Sat Nov 02 22:46:13 +0000 2013,3.9677E+17,Y,
Sat Nov 02 22:49:05 +0000 2013,3.96771E+17,Y,
Sat Nov 02 22:51:42 +0000 2013,3.96772E+17,Y,
Sat Nov 02 22:54:58 +0000 2013,3.96772E+17,Y,
Sat Nov 02 23:05:03 +0000 2013,3.96775E+17,Y,
Sat Nov 02 23:05:08 +0000 2013,3.96775E+17,Y,
Sat Nov 02 23:14:59 +0000 2013,3.96777E+17,Y,
Sat Nov 02 23:17:08 +0000 2013,3.96778E+17,Y,
Sat Nov 02 23:34:43 +0000 2013,3.96782E+17,Y,
Sat Nov 02 23:37:18 +0000 2013,3.96783E+17,Y,
Sat Nov 02 23:43:19 +0000 2013,3.96785E+17,Y,
Sat Nov 02 23:46:09 +0000 2013,3.96785E+17,Y,
Sat Nov 02 23:48:50 +0000 2013,3.96786E+17,Y,
Sat Nov 02 23:50:00 +0000 2013,3.96786E+17,Y,
Sat Nov 02 23:50:20 +0000 2013,3.96786E+17,Y,
Sat Nov 02 23:50:25 +0000 2013,3.96786E+17,Y,
Sat Nov 02 23:53:20 +0000 2013,3.96787E+17,Y,
Sat Nov 02 23:54:08 +0000 2013,3.96787E+17,Y,
Sat Nov 02 23:54:31 +0000 2013,3.96787E+17,Y,
Sun Nov 03 00:00:01 +0000 2013,3.96789E+17,Y,
Sun Nov 03 00:01:31 +0000 2013,3.96789E+17,Y,
Sun Nov 03 00:02:01 +0000 2013,3.96789E+17,Y,
Sun Nov 03 00:13:12 +0000 2013,3.96792E+17,Y,
Sun Nov 03 00:15:05 +0000 2013,3.96793E+17,Y,
Sun Nov 03 00:21:46 +0000 2013,3.96794E+17,Y,
Sun Nov 03 00:23:11 +0000 2013,3.96795E+17,Y,
Sun Nov 03 00:27:43 +0000 2013,3.96796E+17,Y,
Sun Nov 03 00:28:32 +0000 2013,3.96796E+17,Y,
Sun Nov 03 00:28:57 +0000 2013,3.96796E+17,Y,
Sun Nov 03 00:34:14 +0000 2013,3.96797E+17,Y,
Sun Nov 03 00:38:37 +0000 2013,3.96799E+17,Y,
Sun Nov 03 00:40:52 +0000 2013,3.96799E+17,Y,
Sun Nov 03 00:49:51 +0000 2013,3.96801E+17,Y,
Sun Nov 03 00:49:53 +0000 2013,3.96801E+17,Y,
Sun Nov 03 00:51:01 +0000 2013,3.96802E+17,Y,
Sun Nov 03 00:51:16 +0000 2013,3.96802E+17,Y,
Sun Nov 03 00:56:18 +0000 2013,3.96803E+17,Y,
Sun Nov 03 00:56:28 +0000 2013,3.96803E+17,Y,
Sun Nov 03 00:58:26 +0000 2013,3.96804E+17,Y,
Sun Nov 03 01:05:30 +0000 2013,3.96805E+17,Y,
Sun Nov 03 01:07:36 +0000 2013,3.96806E+17,Y,
Sun Nov 03 01:11:16 +0000 2013,3.96807E+17,Y,
Sun Nov 03 01:13:09 +0000 2013,3.96807E+17,Y,
Sun Nov 03 01:17:08 +0000 2013,3.96808E+17,Y,
Sun Nov 03 01:22:56 +0000 2013,3.9681E+17,Y,
Sun Nov 03 01:26:00 +0000 2013,3.9681E+17,Y,
Sun Nov 03 01:27:28 +0000 2013,3.96811E+17,Y,
Sun Nov 03 01:28:17 +0000 2013,3.96811E+17,Y,
Sun Nov 03 01:31:26 +0000 2013,3.96812E+17,Y,
Sun Nov 03 01:34:18 +0000 2013,3.96813E+17,Y,
Sun Nov 03 01:38:26 +0000 2013,3.96814E+17,Y,
Sun Nov 03 01:44:15 +0000 2013,3.96815E+17,Y,
Sun Nov 03 01:45:09 +0000 2013,3.96815E+17,Y,
Sun Nov 03 01:46:08 +0000 2013,3.96816E+17,Y,
Sun Nov 03 01:53:04 +0000 2013,3.96817E+17,Y,
Sun Nov 03 01:55:13 +0000 2013,3.96818E+17,Y,
Sun Nov 03 01:59:15 +0000 2013,3.96819E+17,Y,
Sun Nov 03 02:14:08 +0000 2013,3.96823E+17,Y,
Sun Nov 03 02:14:51 +0000 2013,3.96823E+17,Y,
Sun Nov 03 02:21:40 +0000 2013,3.96824E+17,Y,
Sun Nov 03 02:42:01 +0000 2013,3.9683E+17,Y,
Sun Nov 03 02:47:11 +0000 2013,3.96831E+17,Y,
Sun Nov 03 02:51:07 +0000 2013,3.96832E+17,Y,
Sun Nov 03 02:52:28 +0000 2013,3.96832E+17,Y,
Sun Nov 03 02:57:32 +0000 2013,3.96833E+17,Y,
Sun Nov 03 03:03:50 +0000 2013,3.96835E+17,Y,
Sun Nov 03 03:12:13 +0000 2013,3.96837E+17,Y,
Sun Nov 03 03:17:07 +0000 2013,3.96838E+17,Y,
Sun Nov 03 03:17:44 +0000 2013,3.96839E+17,Y,
Sun Nov 03 03:17:51 +0000 2013,3.96839E+17,Y,
Sun Nov 03 03:23:49 +0000 2013,3.9684E+17,Y,
Sun Nov 03 03:28:15 +0000 2013,3.96841E+17,Y,
Sun Nov 03 03:29:24 +0000 2013,3.96842E+17,Y,
Sun Nov 03 03:37:42 +0000 2013,3.96844E+17,Y,
Sun Nov 03 03:45:55 +0000 2013,3.96846E+17,Y,
Sun Nov 03 04:01:21 +0000 2013,3.9685E+17,Y,
Sun Nov 03 04:03:20 +0000 2013,3.9685E+17,Y,
Sun Nov 03 04:17:48 +0000 2013,3.96854E+17,Y,
Sun Nov 03 04:19:38 +0000 2013,3.96854E+17,Y,
Sun Nov 03 04:26:10 +0000 2013,3.96856E+17,Y,
Sun Nov 03 04:31:43 +0000 2013,3.96857E+17,Y,
Sun Nov 03 04:36:04 +0000 2013,3.96858E+17,Y,
Sun Nov 03 04:42:56 +0000 2013,3.9686E+17,Y,
Sun Nov 03 04:43:01 +0000 2013,3.9686E+17,Y,
Sun Nov 03 04:44:34 +0000 2013,3.9686E+17,Y,
Sun Nov 03 04:47:44 +0000 2013,3.96861E+17,Y,
Sun Nov 03 04:55:52 +0000 2013,3.96863E+17,Y,
Sun Nov 03 04:57:52 +0000 2013,3.96864E+17,Y,
Sun Nov 03 05:00:52 +0000 2013,3.96865E+17,Y,
Sun Nov 03 05:01:59 +0000 2013,3.96865E+17,Y,
Sun Nov 03 05:05:14 +0000 2013,3.96866E+17,Y,
Sun Nov 03 05:08:44 +0000 2013,3.96867E+17,Y,
Sun Nov 03 05:12:39 +0000 2013,3.96867E+17,Y,
Sun Nov 03 05:36:04 +0000 2013,3.96873E+17,Y,
Sun Nov 03 05:46:32 +0000 2013,3.96876E+17,Y,
Sun Nov 03 06:01:00 +0000 2013,3.9688E+17,Y,
Sun Nov 03 06:04:33 +0000 2013,3.96881E+17,Y,
Sun Nov 03 06:09:47 +0000 2013,3.96882E+17,Y,
Sun Nov 03 06:32:47 +0000 2013,3.96888E+17,Y,
Sun Nov 03 06:39:10 +0000 2013,3.96889E+17,Y,
Sun Nov 03 06:57:43 +0000 2013,3.96894E+17,Y,
Sun Nov 03 07:04:31 +0000 2013,3.96896E+17,Y,
Sun Nov 03 08:08:32 +0000 2013,3.96912E+17,Y,
Sun Nov 03 08:11:33 +0000 2013,3.96913E+17,Y,
Sun Nov 03 07:12:47 +0000 2013,3.96898E+17,Y,
Sun Nov 03 08:12:40 +0000 2013,3.96913E+17,Y,
Sun Nov 03 08:17:45 +0000 2013,3.96914E+17,Y,
Sun Nov 03 07:22:13 +0000 2013,3.969E+17,Y,
Sun Nov 03 07:26:37 +0000 2013,3.96901E+17,Y,
Sun Nov 03 08:27:58 +0000 2013,3.96917E+17,Y,
Sun Nov 03 07:45:18 +0000 2013,3.96906E+17,Y,
Sun Nov 03 08:49:11 +0000 2013,3.96922E+17,Y,
Sun Nov 03 07:55:56 +0000 2013,3.96909E+17,Y,
Sun Nov 03 09:00:36 +0000 2013,3.96925E+17,Y,
Sun Nov 03 09:30:24 +0000 2013,3.96932E+17,Y,
Sun Nov 03 09:32:16 +0000 2013,3.96933E+17,Y,
Sun Nov 03 09:38:59 +0000 2013,3.96935E+17,Y,
Sun Nov 03 09:48:19 +0000 2013,3.96937E+17,Y,
Sun Nov 03 09:53:05 +0000 2013,3.96938E+17,Y,
Sun Nov 03 09:55:01 +0000 2013,3.96939E+17,Y,
Sun Nov 03 10:02:59 +0000 2013,3.96941E+17,Y,
Sun Nov 03 10:16:06 +0000 2013,3.96944E+17,Y,
Sun Nov 03 10:16:08 +0000 2013,3.96944E+17,Y,
Sun Nov 03 10:16:21 +0000 2013,3.96944E+17,Y,
Sun Nov 03 10:25:40 +0000 2013,3.96946E+17,Y,
Sun Nov 03 10:28:30 +0000 2013,3.96947E+17,Y,
Sun Nov 03 10:46:17 +0000 2013,3.96951E+17,Y,
Sun Nov 03 11:16:19 +0000 2013,3.96959E+17,Y,
Sun Nov 03 11:17:25 +0000 2013,3.96959E+17,Y,
Sun Nov 03 11:22:13 +0000 2013,3.96961E+17,Y,
Sun Nov 03 11:24:39 +0000 2013,3.96961E+17,Y,
Sun Nov 03 11:35:59 +0000 2013,3.96964E+17,Y,
Sun Nov 03 11:46:34 +0000 2013,3.96967E+17,Y,
Sun Nov 03 11:55:39 +0000 2013,3.96969E+17,Y,
Sun Nov 03 12:06:13 +0000 2013,3.96972E+17,Y,
Sun Nov 03 12:29:29 +0000 2013,3.96977E+17,Y,
Sun Nov 03 12:35:00 +0000 2013,3.96979E+17,Y,
Sun Nov 03 12:39:51 +0000 2013,3.9698E+17,Y,
Sun Nov 03 12:46:20 +0000 2013,3.96982E+17,Y,
Sun Nov 03 12:46:31 +0000 2013,3.96982E+17,Y,
Sun Nov 03 12:46:38 +0000 2013,3.96982E+17,Y,
Sun Nov 03 12:46:44 +0000 2013,3.96982E+17,Y,
Sun Nov 03 13:04:14 +0000 2013,3.96986E+17,Y,
Sun Nov 03 13:28:07 +0000 2013,3.96992E+17,Y,
Sun Nov 03 13:30:22 +0000 2013,3.96993E+17,Y,
Sun Nov 03 14:03:49 +0000 2013,3.97001E+17,Y,
Sun Nov 03 14:09:56 +0000 2013,3.97003E+17,Y,
Sun Nov 03 14:28:34 +0000 2013,3.97007E+17,Y,
Sun Nov 03 14:29:51 +0000 2013,3.97008E+17,Y,
Sun Nov 03 14:35:14 +0000 2013,3.97009E+17,Y,
Sun Nov 03 14:38:54 +0000 2013,3.9701E+17,Y,
Sun Nov 03 14:50:24 +0000 2013,3.97013E+17,Y,
Sun Nov 03 14:53:17 +0000 2013,3.97014E+17,Y,
Sun Nov 03 14:58:36 +0000 2013,3.97015E+17,Y,
Sun Nov 03 15:03:23 +0000 2013,3.97016E+17,Y,
Sun Nov 03 15:08:32 +0000 2013,3.97017E+17,Y,
Sun Nov 03 15:21:46 +0000 2013,3.97021E+17,Y,
Sun Nov 03 15:50:27 +0000 2013,3.97028E+17,Y,
Sun Nov 03 15:53:55 +0000 2013,3.97029E+17,Y,
Sun Nov 03 16:29:28 +0000 2013,3.97038E+17,Y,
Sun Nov 03 16:38:52 +0000 2013,3.9704E+17,Y,
Sun Nov 03 16:39:51 +0000 2013,3.9704E+17,Y,
Sun Nov 03 17:02:41 +0000 2013,3.97046E+17,Y,
Sun Nov 03 17:07:26 +0000 2013,3.97047E+17,Y,
Sun Nov 03 17:13:07 +0000 2013,3.97049E+17,Y,
Sun Nov 03 17:13:46 +0000 2013,3.97049E+17,Y,
Sun Nov 03 17:30:27 +0000 2013,3.97053E+17,Y,
Sun Nov 03 17:39:36 +0000 2013,3.97055E+17,Y,
Sun Nov 03 17:40:51 +0000 2013,3.97056E+17,Y,
Sun Nov 03 17:46:48 +0000 2013,3.97057E+17,Y,
Sun Nov 03 17:47:35 +0000 2013,3.97057E+17,Y,
Sun Nov 03 17:48:59 +0000 2013,3.97058E+17,Y,
Sun Nov 03 18:00:50 +0000 2013,3.97061E+17,Y,
Sun Nov 03 18:06:30 +0000 2013,3.97062E+17,Y,
Sun Nov 03 18:25:50 +0000 2013,3.97067E+17,Y,
Sun Nov 03 18:25:54 +0000 2013,3.97067E+17,Y,
Sun Nov 03 18:35:17 +0000 2013,3.97069E+17,Y,
Sun Nov 03 18:55:38 +0000 2013,3.97075E+17,Y,
Sun Nov 03 18:57:16 +0000 2013,3.97075E+17,Y,
Sun Nov 03 19:00:59 +0000 2013,3.97076E+17,Y,
Sun Nov 03 19:02:55 +0000 2013,3.97076E+17,Y,
Sun Nov 03 19:07:43 +0000 2013,3.97078E+17,Y,
Sun Nov 03 19:08:51 +0000 2013,3.97078E+17,Y,
Sun Nov 03 19:22:19 +0000 2013,3.97081E+17,Y,
Sun Nov 03 19:24:16 +0000 2013,3.97082E+17,Y,
Sun Nov 03 19:24:46 +0000 2013,3.97082E+17,Y,
Sun Nov 03 19:48:03 +0000 2013,3.97088E+17,Y,
Sun Nov 03 19:48:04 +0000 2013,3.97088E+17,Y,
Sun Nov 03 19:49:39 +0000 2013,3.97088E+17,Y,
Sun Nov 03 19:50:12 +0000 2013,3.97088E+17,Y,
Sun Nov 03 20:03:19 +0000 2013,3.97092E+17,Y,
Sun Nov 03 20:07:19 +0000 2013,3.97093E+17,Y,
Sun Nov 03 20:10:12 +0000 2013,3.97093E+17,Y,
Sun Nov 03 20:18:03 +0000 2013,3.97095E+17,Y,
Sun Nov 03 20:24:03 +0000 2013,3.97097E+17,Y,
Sun Nov 03 20:25:52 +0000 2013,3.97097E+17,Y,
Sun Nov 03 20:26:16 +0000 2013,3.97097E+17,Y,
Sun Nov 03 20:47:33 +0000 2013,3.97103E+17,Y,
Sun Nov 03 20:58:15 +0000 2013,3.97105E+17,Y,
Sun Nov 03 20:59:13 +0000 2013,3.97106E+17,Y,
Sun Nov 03 21:12:58 +0000 2013,3.97109E+17,Y,
Sun Nov 03 21:18:09 +0000 2013,3.9711E+17,Y,
Sun Nov 03 21:31:01 +0000 2013,3.97114E+17,Y,
Sun Nov 03 22:03:29 +0000 2013,3.97122E+17,Y,
Sun Nov 03 22:13:02 +0000 2013,3.97124E+17,Y,
Sun Nov 03 22:17:22 +0000 2013,3.97125E+17,Y,
Sun Nov 03 22:26:44 +0000 2013,3.97128E+17,Y,
Sun Nov 03 22:27:37 +0000 2013,3.97128E+17,Y,
Sun Nov 03 22:31:19 +0000 2013,3.97129E+17,Y,
Sun Nov 03 22:31:59 +0000 2013,3.97129E+17,Y,
